wbic,secchi,depth_at_samplesite,top_hypolimnion,440_color_10_cm,440_color_1_cm,alk,pH,dic,doc,tic,toc,totnf,totnuf,totpf,totpuf,cl,so4,ca,mg,na,k,fe,mn,upstream_lake_area,upstream_wetland_area,upstream_land_area,upstream_total_area,watershed_area,watershed_perimeter,wtemp_epil,do_epil,o2sat_epi,wtemp_meta,do_metal,o2sat_metal,wtemp_hypol,do_hypol,o2sat_hpyol
970000,4.18,9.8,9.25,0.0179,0,21.31,6.46,0.88,3.78,0.98,3.28,264,209,7,2,0.76,3.22,1.35,0.325,0.51,0.466,0.002,0,1160222,1246465,6589262,8995948,823777,6127,22.93,7.47,88.78,16.7,4.63,51.86,11.25,0.16,1.45
971700,3.18,3.6,-999,0.059,0,11.77,5.819,0.5,5.13,0.57,5.09,292,285,6,4,0.13,2.17,0.875,0.277,0.228,0.491,0.028,0.006,12401790,8287668,43984751,64674208,1642692,12835,18.85,8.25,88.62,18.9,7.99,84.9,-999,-999,-999
972100,4.8,5.8,-999,0.1089,0,82.58,6.768,1.73,5.42,1.6,5.08,686,544,2,8,0.39,1.58,-999,-999,-999,-999,-999,-999,274778540,405986380,2148344000,2829108900,1367175,8716,14.3,9.19,90.4,13.2,7.11,66.9,-999,-999,-999
981200,5.18,8.05,-999,0.0171,0,43.3,6.866,1.05,3.81,1.15,3.38,319,304,7,3,0.35,2.14,1.2,0.363,0.352,0.404,-0.001,0,394074,22370,1901460,2317904,2081384,9983,23.23,7.71,90.22,20.18,6.76,75.62,-999,-999,-999
1001300,2.7,2.7,-999,0.2651,0,28.07,6.701,0.8,2.93,0.95,2.84,319,499,2,8,0.4,2.52,1.16,0.339,0.26,0.464,0,0,2354238,2227824,29959318,34541380,1942600,8504,20.34,8.55,94.47,19.9,8.47,95.5,-999,-999,-999
1886100,3.05,8,7.5,0.0214,0,397.63,7.592,5.35,4.96,5.45,4.8,409,544,4,8,0.42,1.04,5.44,1.58,0.958,0.41,0.057,0,55002060,23383803,244434120,322819990,815396,6022,19.23,7.75,84.99,13.29,6.92,66.59,-999,-999,-999
2300600,1.43,3.8,-999,0.1885,0.014,815.12,7.647,10.56,10.82,10.6,10.73,556,402,19,5,0.87,2.08,13.3,3.46,1.61,0.656,0.078,0.005,33031807,103606160,389002960,525640930,3638317,12466,18.15,8.18,86.57,18,8.1,85,-999,-999,-999
2311700,1.3,5.25,-999,0.001,0.026,628.15,7.46,8.27,11.78,8.4,11.65,599,567,16,13,0.83,1.94,10.5,2.81,1.4,0.633,0.196,0.039,3849913,7761225,22884182,34495320,7103589,22291,22.23,7.03,81.14,17.89,1.09,12.34,-999,-999,-999
2312500,0.5,2.6,-999,0.6907,0.0742,324.78,7.017,4.63,18,4.72,16.9,714,623,29,21,0.36,0.85,6.26,1.68,0.893,0.482,1.51,0.048,36877749,123399360,428532620,588809730,4674819,14051,24.2,7.31,87.5,23.35,7.12,84.6,22.11,6.59,76.42
2313100,1.78,4.8,-999,0.0651,0.0098,1054.54,8.308,13.41,6.71,13.62,6.41,423,345,16,6,2.18,1.15,16.2,3.88,1.74,0.647,0.043,0.011,36787679,118189310,417926140,572903120,976550,6022,22.7,7.52,88.99,20.08,2.19,25.75,-999,-999,-999
984700,2.875,5.3692,8.4275,0.1412,0.0124,297.5348,6.9877,4.2171,7.268,4.3051,6.9611,460.889,442.202,10.237,8.021,0.5798,1.8549,5.7845,1.5475,0.843,0.5127,0.2136,0.0122,48383899,79227205,386449270,514662980,2621408.4,11182.472,20.43,7.9178,87.9906,18.0999,6.1927,66.2602,16.5388,3.2657,37.5855
1019800,2.7115,5.0095,8.396,0.1576,0.0134,313.0225,6.9945,4.3458,7.5497,4.4282,7.2281,466.259,450.765,10.511,8.261,0.5691,1.8723,5.9875,1.592,0.8639,0.5105,0.2243,0.0127,44562004,74804947,358374240,474946770,2764279.4,11471.557,20.3028,7.9569,88.1252,18.1746,6.2975,67.4821,16.528,3.2978,38.0354
1572800,2.7689,5.263,8.3418,0.1531,0.0131,321.3966,7.0302,4.4732,7.5798,4.5411,7.2717,469.132,449.965,10.693,8.231,0.5572,1.8101,5.8264,1.5493,0.8417,0.5103,0.243,0.0128,48391622,80066496,384187540,510823880,2642151.4,11158.923,20.3121,7.9431,88.0302,18.0233,6.4331,68.8411,16.8212,3.465,40.0596
1593200,2.7566,5.173,8.375,0.1561,0.0136,316.7129,7.0196,4.4128,7.5565,4.505,7.2543,464.966,447.884,10.671,8.246,0.5764,1.8406,5.9145,1.577,0.8503,0.5127,0.2315,0.013,45667934,76405658,364029420,480259980,2673774.4,11220.138,20.5155,7.9119,88.1095,18.2147,6.2955,67.5719,16.7017,3.3814,38.935
2318800,2.6839,5.0837,8.3488,0.1624,0.0145,330.7038,7.0186,4.5913,7.8753,4.6751,7.5501,473.533,449.54,11.276,8.33,0.5822,1.8472,6.2078,1.6514,0.8807,0.5189,0.2483,0.0141,46026748,79565292,376954050,503724250,2813508.4,11506.867,20.3798,7.9345,88.0081,18.1281,6.302,67.4287,16.7669,3.4457,39.6847
2725,1.45,2.4,-999,0.0611,0.0119,874.69,8.427,11.42,7.08,11.65,6.75,460,315,24,10,0.81,1.92,14.2,3.52,1.55,0.74,0.024,0,42857993,29851118,161783240,234492350,1384583,8504,24.8,9.15,108.5,24,9.3,109.6,22.75,9.52,109.5
1018900,3.33,4.6,-999,0.0535,0,50.98,6.639,1.42,5.46,1,5.77,709,404,13,3.5,0.62,1.78,1.01,0.509,0.542,0.462,0.009,0,2460023,2172658,26091035,30723715,3641089,13311,23.41,7.63,90.66,21.4,7.51,88.43,-999,-999,-999
1534800,2.65,6.5,-999,0.043,0,779.7,7.786,10.02,3.88,10.45,3.46,319,384,3,8,7.24,1.95,12.1,3.61,2.46,0.685,0.055,0.004,5854242,1996016,34694962,42545220,3937536,20759,18.09,8.08,85.87,15.6,3.89,39.43,-999,-999,-999
1540400,4.14,4.28,-999,0.0379,0,1284.66,7.695,9.099,4.018,9.31,3.24,344,446.5,4,13.5,14.91,2.63,12.2,3.57,5.64,0.738,0.01,0.001,36371181,18001267,200381910,254754350,4864542,23453,13.08,9.69,92.87,12.9,9.69,92.8,-999,-999,-999
1580400,0.55,2.7,-999,0.5771,0.0555,256.09,6.807,3.33,14.51,3.6,14.62,750,820,29,51,3.32,1.95,4.89,1.86,3.45,0.776,1.56,0.04,628532380,1494570200,7532200300,9655302900,8365374,22396,20.9,7.55,86.5,20.4,7.43,84.05,19.17,6.98,75.84
1587600,2.1,2.1,-999,0.0412,0,637.73,9.062,8.18,5.08,8.94,4.52,449,419,4,7,0.22,3.64,8.51,2.98,1.47,0.739,0.051,0.001,2842175,2460958,31389586,36692720,1918206,8346,21.8,9.49,108.06,21.8,9.75,108,-999,-999,-999
1598000,1.1,2.1,-999,0.2906,0.0252,320.71,7.205,4.34,10.29,4.59,10.58,510,510,16,21,7.5,2.93,5.73,2.24,3.71,0.65,0.976,0.027,273196120,405086900,2139697900,2817980900,24839602,53349,19.31,7.65,83.4,19.4,7.65,83,-999,-999,-999
1605600,2.9,6,4.5,0.0193,0,576.88,8.193,7.84,3.44,8.12,3.33,309,289,5,8,1.67,3.55,7.48,3.07,1.45,0.586,0.007,0.004,735556,810498,3458672,5004726,2375077,9349,19.21,10.35,109.15,16.9,10.71,109.95,14.41,9.7,95.7
1609900,2.75,3.4,-999,0.0598,0,664.38,7.565,8.87,5.27,9.05,4.84,498.5,549,8.5,15,38.95,3.64,13,4.75,15.6,1.14,0.116,0.006,550306,147745,1492746,2190798,1675447,7765,19.62,7.88,86.19,19.7,7.85,85.1,-999,-999,-999
1880700,1.5,2,-999,0.0905,0,217.12,7.075,3.33,-999,3.35,7.02,451,491,14,14,0.28,1.83,3.53,1.05,0.55,0.376,0.193,0.008,511080,372360,1633158,2516599,2144239,8240,17.89,7.5,78.71,17.8,7.41,76.5,-999,-999,-999
2312100,1.8,9.3,8.5,0.1329,0.0136,469.5,8.33,6.33,9.1,6.44,9.08,525,417,10,2,0.54,1.71,7.58,2.17,1.18,0.467,0.006,0.002,3260938,5431293,14717096,23409327,3678762,17537,21.98,7.88,90.56,16.31,0.68,7.31,13.35,0.21,1.85
2323400,2.95,6.9,6.5,0.0521,0,959.87,7.988,0.51,3.15,0.83,2.41,401.5,674,9,16,0.57,0.93,14.8,2.9,1.45,0.636,0.037,0.002,55569532,23662129,245955030,325186690,2088381,10459,17.46,8.04,84.86,13.03,4.54,44.32,-999,-999,-999
2329300,4.25,8.75,-999,0.0687,0,700.18,7.651,9.26,4.92,9.42,4.72,374,384,41,3,1.25,2.54,10.8,2.68,1.46,0.738,0.101,0.013,164203560,140933930,794733710,1099871200,3263733,12941,15.8,9.97,101.1,12.37,9.72,91.66,8,4.78,40.45
2339800,5.25,10.9,-999,0.029,0,302.89,8.337,5.422,4.406,5.71,3.89,349,279,9,4,0.31,1.52,6.11,1.64,0.828,0.452,0.019,0,84722204,80273737,432095770,597091710,2916380,10406,14.3,10.35,102.32,12.05,12.21,109.65,9.18,12.48,107.26
2331300,2.6214,5.1843,6.906,0.114,0.0076,589.6984,7.7556,6.373,6.3758,6.6066,5.9938,463.829,467.604,13.034,12.899,5.9321,2.3445,8.7566,2.6446,3.0918,0.6652,0.2333,0.008,95389155,170620900,906282330,1175214900,4762092.4,16436.138,18.9302,8.6235,92.8084,17.1593,7.5595,78.5645,14.0874,6.5829,64.0241
968800,2.55,9.2,-999,0.0257,0,263.11,7.6,3.64,3.35,3.71,3.26,574,404,12,11,1.035,2.75,2.78,1.42,1.14,0.349,0.031,0.003,6702486,1308794,22447106,30458385,10364555,27784,17.24,10.91,110.54,15.25,11.09,105.6,13.3,7.99,73.68
976100,3.33,4.5,-999,0.0411,0,134.56,7.522,2.13,4.05,2.34,3.88,379,399,4,9,0.51,1.74,1.55,1.05,0.939,0.126,0.044,0,39913934,30641776,293164050,363719760,3632710,14051,21.83,38.54,72.69,21.5,107,9.4,-999,-999,-999
1591100,2.25,9,-999,0.0546,0,682.89,7.665,9.04,3.41,9.57,3.1,279,294,4,15,3.28,3.88,10.3,2.95,2.23,0.642,0.007,0.001,273196120,405086900,2139697900,2817980900,41904472,70728,13.52,9.59,92.66,12.9,8.94,85.3,-999,-999,-999
1602600,5.35,9.2,-999,0.0416,0,603.89,7.677,8.12,3.82,8.69,3.67,338,626,3,28,1.55,2.58,-999,-999,-999,-999,-999,-999,14288423,10609998,85937531,110835950,20445128,39035,13.8,9.27,90.48,12.8,8.67,83,-999,-999,-999
1623800,3.3,11.4,-999,0.1018,0,860.27,8.027,11.17,3.24,11.43,2.91,294,294,5,8,3.52,2.84,11.4,4.1,2.96,0.745,0,0.003,17965399,6933758,98910490,123809650,45529548,81133,14.1,10.28,101,13.6,10.45,101.5,12.44,10.97,104.24
1630100,4.2,24,14,0.0292,0,415.32,8.119,5.67,3.75,5.79,3.7,669,379,8,8,0.875,1.405,-999,-999,-999,-999,-999,-999,15446901,9033175,55445405,79925481,5094038,20441,17.61,8.97,95.15,13.16,9.99,99.54,6.73,6.35,51.99
2320800,2.15,13.1,12,0.063,0,1217.86,8.311,15.12,3.56,15.34,3.55,411,279,10,9,3.61,2.51,18.7,4.2,2.51,0.964,0.004,0.007,94965878,37952821,340604110,473522810,12649674,28207,18.67,8.33,89.91,15.11,3.77,37.85,12.3,0.3,2.21
2321400,3.95,20.4,13,0.0429,0,168.76,7.278,2.35,4.55,2.52,4.43,333,279,6,6,0.38,1.69,2.78,0.769,0.44,0.466,0.007,0.002,13863215,1737171,21764910,37365296,4399297,14315,18.29,8.66,89.78,11.86,8.91,83.34,6.39,6.22,51.13
2334700,2.45,2.45,-999,0.1024,0,1137.16,8.803,14.47,5.36,14.97,4.94,354,304,4,5,0.96,2.47,17.3,4,1.4,0.803,0.02,0.023,30994329,27011388,132472810,190478520,17194036,49864,15.1,10.01,99.7,14.15,10.17,99.3,12.79,10.64,100.48
2339900,3.38,8,-999,0.0808,0.006,345.09,7.492,5.24,5.55,5.39,5.1,404,594,11,31,0.23,1.53,5.41,1.63,0.859,0.528,0.168,0.003,16982168,5844812,82477925,105304910,4148184,14632,15.01,10.07,101.14,12.7,9.52,88.52,9.85,4.58,38.24
2949200,1.45,7.1,4,0.2903,0.0269,440.96,7.723,6.2,12.53,5.83,12.53,491,550.5,6,13.5,0.63,0.23,8.21,2.27,2.49,0.577,0.118,0.001,1588029,6320230,21984089,29892348,19569068,43473,25.8,8.14,101,18.66,6.33,69.21,-999,-999,-999
1619100,3.2215,11.0998,11.286,0.0739,0.0021,610.5451,7.868,8.0793,4.5705,8.2995,4.3604,397.159,389.9795,6.342,12.9515,1.6325,2.2165,9.2367,2.5816,1.6604,0.5998,0.0407,0.005,53661371,55080543,326510990,434451860,17416869,37305.529,16.9494,12.1575,93.7383,14.4462,17.9657,77.5355,10.2493,6.6453,59.237
1629500,3.2588,11.3298,11.353,0.0704,0.002,577.8352,7.8378,7.6371,4.5519,7.9453,4.3428,400.93,393.802,6.372,13.218,1.5758,2.1981,9.1751,2.5567,1.645,0.59,0.0393,0.0051,56316287,59404637,353680250,470073150,16597904,35949.87,17.0509,12.7349,92.967,14.5512,19.9601,75.244,10.3498,6.7552,60.6856
2340900,3.2474,11.2697,11.443,0.0686,0.0017,580.7118,7.8458,7.6844,4.4444,7.9281,4.2487,400.885,391.874,6.453,13.1815,1.5355,2.2038,9.2981,2.6002,1.6394,0.5999,0.0385,0.0056,52220091,54016884,324463630,423672520,16673302,36035.941,16.9389,12.2144,93.612,14.3196,18.258,77.9825,10.1418,6.7311,60.0364
