20090827	17:21:00	92	41.9950	-66.7973	15.3	77.230	184.145	32.278	0.018310674	0.391708333	0.258039694	0.158794727	0.09605062	09-2107	1.535	0.300	0.260	0.065	0.037	0.262	0.075	0.103	0.001	0.219	0.077	0.063	1.506	0.001	0.029	0.300	0.001	0.160	0.100	0.007	0.034	0.045	0.016	0.037	0.001	0.001	2.095	0.306	0.595	2.690	0.901	1.461	2.996	1.033	0.95	0.66	0.34	2.33	0.10	0.90	0.51	0.29	0.36	0.26	0.89	0.30	0.53	7.41	0.46	0.347	1.63	-999	0.784914283	4.130737716	1.01E+05
20090827	23:18:00	94	42.0497	-67.6012	2.3	82.002	442.411	75.828	0.017661072	0.415283597	0.279860203	0.170219796	0.106851038	09-2108	3.252	0.506	0.633	0.127	0.075	0.491	0.170	0.143	0.001	0.685	0.133	0.052	3.175	0.001	0.077	0.506	0.001	0.390	0.243	0.008	0.053	0.046	0.041	0.099	0.001	0.001	4.391	0.492	1.384	5.775	1.876	3.015	6.267	2.112	0.93	0.74	0.26	2.34	0.08	0.92	0.52	0.39	0.35	0.27	0.14	0.14	0.50	13.00	4.30	0.501	2.84	2130.568182	5.875425828	1.756431132	2.23E+04
20090827	23:18:00	94	42.0497	-67.6012	2.3	-999	-999	-999	-999	-999	-999	-999	-999	09-2109	3.196	0.501	0.634	0.126	0.071	0.484	0.171	0.143	0.001	0.670	0.132	0.053	3.109	0.001	0.087	0.501	0.001	0.389	0.245	0.007	0.054	0.045	0.043	0.117	0.001	0.001	4.331	0.493	1.357	5.688	1.850	2.985	6.181	2.082	0.93	0.73	0.27	2.34	0.08	0.92	0.52	0.39	0.35	0.27	-999.00	-999.00	-999.00	-999.00	-999.00	-999	-999.00	-999	-999	-999	-999
20090827	23:16:00	94	42.0497	-67.6012	9.5	79.562	413.137	78.372	0.017747289	0.419199338	0.279145372	0.176397148	0.105956877	09-2110	3.169	0.493	0.615	0.129	0.086	0.558	0.165	0.190	0.001	0.577	0.170	0.079	3.080	0.001	0.089	0.493	0.001	0.388	0.227	0.012	0.053	0.059	0.033	0.069	0.001	0.001	4.277	0.563	1.391	5.668	1.954	3.062	6.231	2.128	0.97	0.71	0.29	2.19	0.09	0.91	0.51	0.35	0.38	0.33	-999.00	0.15	0.33	12.45	0.50	0.2705	3.38	2129.886364	9.986366837	2.063057004	5.87E+04
20090827	23:10:00	94	42.0497	-67.6012	25.6	79.562	-999.000	-999.000	0.017289749	0.413973102	0.275974082	0.179996494	0.106865494	09-2111	1.421	0.278	0.227	0.051	0.021	0.048	0.054	0.039	0.004	0.456	0.011	0.019	1.392	0.001	0.029	0.278	0.001	0.157	0.070	0.003	0.031	0.016	0.024	0.114	0.001	0.001	1.926	0.167	0.536	2.462	0.703	1.208	2.629	0.887	0.85	0.76	0.24	2.74	0.06	0.94	0.54	0.53	0.14	0.15	1.64	0.16	0.58	6.76	1.13	0.1525	1.62	2139.772727	1.922361965	1.04868559	6.17E+04
20090828	10:16:00	99	42.1806	-69.2818	2.5	96.789	210.753	29.968	0.019544511	0.527898977	0.331668006	0.193529765	0.115913377	09-2112	0.693	0.053	0.160	0.030	0.066	0.184	0.009	0.059	0.006	0.101	0.056	0.023	0.679	0.001	0.014	0.053	0.001	0.088	0.072	0.001	0.005	0.010	0.008	0.012	0.001	0.001	0.906	0.127	0.407	1.313	0.534	0.747	1.440	0.492	1.08	0.76	0.24	1.70	0.09	0.91	0.48	0.32	0.53	0.21	-999.00	0.17	1.02	12.27	2.01	1.1485	0.84	2057.5	2.012657478	20.0654204	7.15E+04
20090828	10:16:00	99	42.1806	-69.2818	17.5	85.435	217.005	33.441	0.018739145	0.521293483	0.332777937	0.19753353	0.117347661	09-2113	1.212	0.129	0.301	0.054	0.094	0.318	0.026	0.066	0.007	0.176	0.080	0.052	1.194	0.001	0.018	0.129	0.001	0.153	0.148	0.002	0.012	0.016	0.013	0.024	0.001	0.001	1.642	0.205	0.668	2.310	0.873	1.303	2.515	0.875	1.08	0.77	0.23	1.88	0.08	0.92	0.48	0.29	0.50	0.26	0.01	0.13	0.65	1.09	0.45	0.4115	1.43	2049.090909	1.8830155	4.49932276	1.39E+05
20090828	10:16:00	99	42.1806	-69.2818	23.1	80.304	225.664	35.736	0.018144138	0.440838244	0.286063326	0.176685361	0.104333869	09-2114	1.841	0.215	0.433	0.089	0.104	0.380	0.088	0.073	0.001	0.282	0.079	0.121	1.816	0.001	0.025	0.215	0.001	0.220	0.213	0.001	0.023	0.020	0.022	0.048	0.001	0.001	2.489	0.371	0.845	3.334	1.216	1.864	3.705	1.269	1.01	0.69	0.31	2.05	0.10	0.90	0.50	0.28	0.45	0.15	0.35	0.25	0.62	5.07	0.22	0.2105	2.03	2147.159091	2.623468449	1.618228088	1.69E+05
20090828	16:52:00	100	42.4981	-69.6720	2.4	102.331	114.300	15.446	0.020030368	0.520572518	0.32552215	0.184804315	0.111445984	09-2115	0.342	0.027	0.074	0.013	0.029	0.127	0.004	0.058	0.007	0.037	0.020	0.011	0.336	0.001	0.006	0.027	0.001	0.040	0.034	0.001	0.003	0.009	0.004	0.006	0.001	0.001	0.443	0.093	0.213	0.656	0.306	0.407	0.749	0.255	1.19	0.70	0.30	1.45	0.12	0.88	0.46	0.22	0.63	0.17	0.58	0.15	0.43	5.45	1.61	0.4285	0.31	-999	1.674156876	16.94413735	-999
20090828	16:50:00	100	42.4981	-69.6720	9.9	103.212	147.588	19.184	0.019916213	0.489054326	0.306976248	0.176879533	0.110112604	09-2116	0.455	0.044	0.105	0.018	0.038	0.166	0.006	0.050	0.006	0.054	0.025	0.016	0.448	0.001	0.007	0.044	0.001	0.055	0.050	0.001	0.005	0.010	0.005	0.006	0.001	0.001	0.604	0.096	0.283	0.887	0.379	0.528	0.983	0.349	1.16	0.75	0.25	1.59	0.10	0.90	0.46	0.23	0.60	0.20	-999.00	-999.00	-999.00	-999.00	-999.00	-999	-999.00	-999	-999	-999	-999
20090828	16:49:00	100	42.4981	-69.6720	22.9	90.718	220.701	34.767	0.018969617	0.421737322	0.264580671	0.160841576	0.098899241	09-2117	1.116	0.128	0.284	0.046	0.080	0.380	0.020	0.055	0.001	0.171	0.043	0.050	1.106	0.001	0.011	0.128	0.001	0.142	0.142	0.001	0.013	0.018	0.011	0.020	0.001	0.001	1.528	0.171	0.674	2.202	0.845	1.257	2.373	0.872	1.13	0.80	0.20	1.81	0.07	0.93	0.47	0.25	0.55	0.13	9.19	0.10	1.91	22.93	0.32	0.3945	0.81	-999	0.29073962	2.699909176	-999
20090828	19:58:00	101	42.1098	-69.3511	1.9	91.801	-999	21.964	0.019971227	0.51376601	0.323975788	0.184910592	0.10907653	09-2122	0.547	0.032	0.136	0.023	0.055	0.165	0.004	0.057	0.009	0.080	0.051	0.022	0.535	0.001	0.012	0.032	0.001	0.080	0.056	0.001	0.004	0.008	0.005	0.005	0.001	0.001	0.715	0.115	0.351	1.066	0.466	0.634	1.181	0.409	1.16	0.75	0.25	1.53	0.10	0.90	0.46	0.32	0.55	0.24	1.55	0.01	0.50	2.76	2.12	0.412	-999.00	-999	-999	-999	-999
20090828	19:57:00	101	42.1098	-69.3511	13.3	89.376	-999	-999	-999	-999	-999	-999	-999	09-2118	1.476	0.165	0.365	0.066	0.112	0.414	0.021	0.082	0.001	0.202	0.118	0.102	1.444	0.001	0.032	0.165	0.001	0.193	0.172	0.002	0.018	0.020	0.016	0.032	0.001	0.001	2.006	0.271	0.846	2.852	1.117	1.647	3.123	1.134	1.12	0.76	0.24	1.80	0.09	0.91	0.47	0.28	0.48	0.23	-777.00	-777.00	0.19	2.27	0.65	0.312	-999.00	-999	-999	-999	-999
20090828	19:57:00	101	42.1098	-69.3511	13.3	-999	-999	-999	-999	-999	-999	-999	-999	09-2119	1.471	0.165	0.365	0.066	0.112	0.414	0.020	0.082	0.001	0.204	0.114	0.098	1.441	0.001	0.030	0.165	0.001	0.189	0.176	0.002	0.016	0.019	0.017	0.030	0.001	0.001	2.001	0.266	0.844	2.845	1.110	1.640	3.111	1.127	1.11	0.76	0.24	1.80	0.09	0.91	0.47	0.28	0.48	0.29	-999.00	-999.00	-999.00	-999.00	-999.00	-999	-999.00	-999	-999	-999	-999
20090828	19:56:00	101	42.1098	-69.3511	18.8	80.040	143.101	20.789	-999	-999	-999	-999	-999	09-2120	1.814	0.237	0.428	0.091	0.089	0.446	0.044	0.081	0.001	0.256	0.112	0.156	1.786	0.001	0.028	0.237	0.001	0.219	0.209	0.003	0.025	0.024	0.021	0.044	0.001	0.001	2.479	0.372	0.903	3.382	1.275	1.940	3.754	1.340	1.07	0.71	0.29	1.94	0.10	0.90	0.48	0.27	0.43	0.30	-777.00	-777.00	0.34	1.95	0.21	0.3555	-999.00	-999	-999	-999	-999
20090828	19:54:00	101	42.1098	-69.3511	80.1	-999	-999	-999	-999	-999	-999	-999	-999	09-2121	0.024	0.005	0.003	0.001	0.001	0.003	0.001	0.001	0.001	0.006	0.003	0.001	0.024	0.001	0.001	0.005	0.001	0.002	0.001	0.001	0.001	0.001	0.003	0.011	0.003	0.001	0.032	0.004	0.013	0.045	0.017	0.025	0.049	0.020	1.04	0.76	0.24	1.88	0.08	0.92	0.49	0.45	0.25	0.30	-999.00	-999.00	-999.00	-999.00	-999.00	-999.0	-999.00	-999	-999	-999	-999
